22,http://www.architectmagazine.com/practice/adp-182-000-jobs-added-to-the-us-economy-in-october_o,Practice,Employment,"ADP: 182,000 Jobs Added to the U.S. Economy in October",Construction contributed the most growth of sectors related to the built environment last month.,Caroline Massie,2015-11-04 09:13:26,"[u'Business', u'Economics', u'Economic Development', u'Economic Conditions']",[],[],[],[],[]
23,http://www.architectmagazine.com/technology/products/five-furnishings-and-finishes-that-bring-wood-indoors_o,Products ,Products,Five Furnishings and Finishes That Bring Wood Indoors,Warm up interiors with rich tones and natural grains.,Selin Ashaboglu,2015-11-04 09:06:00,"[u'Products', u'Furniture', u'Finishes and Surfaces', u'Wood', u'Lighting', u'Flooring']",[],"[u'TerraMai', u'Grain Design', u'Smith & Fong']","[u'Robert van Embricqs', u'Jory Brigham']",[],[]
24,http://www.architectmagazine.com/practice/ncarb-announces-six-experience-areas-of-the-idp_o,Practice,Licensure,NCARB Announces Six Experience Areas of the IDP,The organization's revised intern development program will go into effect next summer.,Caroline Massie,2015-11-03 17:02:29,"[u'Licensing and Certification', u'Architects']",[],"[u'NCARB', u'National Council of Architectural Registration Boards']",[],[],[]
25,http://www.architectmagazine.com/Design/kama-sutra-for-buildings_o,Design,Art,Kama Sutra for Buildings,These slightly NSFW illustrations imagine buildings that have seemingly sought out advice from the ancient Hindu text of The Kama Sutra.,Selin Ashaboglu,2015-11-03 16:30:02,"[u'Arts and Culture', u'Architecture']",[],[],[u'Federico Babina'],[],[]
26,http://www.architectmagazine.com/practice/professional-development/why-does-the-national-design-services-act-only-advocate-for-architects_o,Professional Development,Opinion,Why Does the National Design Services Act Only Advocate for Architects?,John Cary and Casius Pealer offer alternatives to the AIA and AIAS's joint student debt initiative.,Casius Pealer,2015-11-03 15:19:15,[u'Education'],[],[],[],[],[]
27,http://www.architectmagazine.com/practice/professional-development/the-future-of-architectural-education-and-the-path-to-licensure_o,Professional Development,Letters to the Editor,The Future of Architectural Education and the Path to Licensure,"The Association of Collegiate Schools of Architecture, National Architectural Accrediting Board, and National Council of Architectural Registration Boards respond to Aaron Betsky and other critics.","Marilys R. Nepomechie, FAIA",2015-11-03 13:57:24,"[u'Education', u'Associations', u'Architecture', u'Architecture Schools']",[],"[u'NCARB', u'National Council of Architectural Registration Boards', u'ACSA', u'Association of Collegiate Schools of Architecture', u'NAAB', u'National Architectural Accrediting Board', u'AIAS', u'American Institute of Architecture Students', u'AIA', u'American Institute Of Architects']",[u'Aaron Betsky'],[],[]
28,http://www.architectmagazine.com/design/urbanism-planning/postcard-from-seoul-k-pop-urbanism_o,Urbanism & Planning,Beyond Buildings,Postcard From Seoul: K-Pop Urbanism,"Columnist Aaron Betsky reflects on a recent visit to Seoul, South Korea, a city with plenty to offer in terms of urban design. ",Aaron Betsky,2015-11-03 13:19:58,[u'Urban Design'],[],[],"[u'Jane Jacobs', u'Robert Venturi']",[],[]
29,http://www.architectmagazine.com/Design/how-mayor-joe-riley-shaped-charleston_o,Design,Politics,How Mayor Joe Riley Shaped Charleston,"As Riley prepares to leave office, a look back at how he influenced the design of his city, for better and worse.",Wayne Curtis,2015-11-03 13:03:00,"[u'Legislation', u'Urban Design', u'New Urbanism', u'Urban Development', u'Urban Planning']",[],[],[],[],"[u'Charleston-North Charleston, SC']"
30,http://www.architectmagazine.com/Design/news-roundup-october-26-to-october-30-2015_o,Design,Architecture,"News Roundup, October 26 to October 30, 2015","Archive of news from the week of October 26 to October 30, 2015.",ARCHITECT Staff,2015-10-30 18:00:00,"[u'Architecture', u'Architects']",[],[],[],[],[]
31,http://www.architectmagazine.com/technology/the-underrated-success-of-the-stevens-institute-of-technology_o,Technology,The Near Future,The Underrated Success of the Stevens Institute of Technology,"Though the school doesn’t offer an architectural degree or even have an architecture school, its students and alumni continue to make waves in the building industry.",Daniel Davis,2015-10-30 16:37:54,"[u'Building Technology', u'Education', u'Green Building', u'Green Design', u'Green Technology', u'Technology', u'2015 Solar Decathlon']",[u'New Jersey'],"[u'Stevens Institute of Technology', u'Department of Energy', u'Morphosis Architects', u'WeWork', u'Skidmore Owings & Merrill', u'Thornton Tomasetti', u'FXFowle Architects', u'Gehry Partners', u'BuroHappold Engineering']","[u'John Nastasi', u'Alexandra Pollack', u'Cory Brugger', u'Steve Sanderson', u'Jonatan Schumacher']",[u'Solar Decathlon'],"[u'New York-Northern New Jersey-Long Island, NY-NJ-PA']"
32,http://www.architectmagazine.com/practice/ncarb-releases-study-tool-for-aspiring-architects_o,Practice,Licensure,NCARB Releases Study Tool for Aspiring Architects,The interactive Transition Calculator prepares candidates for a new version of the Architect Registration Exam.,Caroline Massie,2015-10-30 16:29:04,"[u'Licensing and Certification', u'Architects', u'Licensure']",[],"[u'NCARB', u'National Council of Architectural Registration Boards']",[],[],[]
33,http://www.architectmagazine.com/Design/four-labyrinth-like-buildings-that-hide-bone-chilling-secrets_o,Design,Halloween,Four Labyrinth-Like Buildings That Hide Bone-Chilling Secrets,These structures with intentionally bewildering floor plans have shady backgrounds. ,Selin Ashaboglu,2015-10-30 11:40:27,[u'Design'],[],[],[],[],[]
34,http://www.architectmagazine.com/design/buildings/some-tk-number-of-the-worst-sites-for-those-with-phobias_o,Buildings,Architecture,Five of the Worst Sites for Those With Phobias,"Do spiders make your skin crawl? Does the thought of looking down from the top of a skyscraper make your stomach churn? If so, these places, along with others related to specific fears, are best avoided.",Chelsea Blahut,2015-10-30 10:35:09,"[u'Architecture', u'Architects']",[],[],[],[],[]
35,http://www.architectmagazine.com/technology/this-week-in-tech-dutch-town-monster-builds-a-bat-bridge_o,Technology,Technology,This Week in Tech: Dutch Town Monster Builds a Bat Bridge,"Infrastructure to save the world from insect overpopulation. Plus, a two-mile-high supertall, the cost of our air-conditioning dependency, and more of this week's tech news from around the Internet.",ARCHITECT Staff,2015-10-30 10:25:37,"[u'Technology', u'Building Technology', u'Construction Technology', u'Research']",[],[],[],[],[]
36,http://www.architectmagazine.com/aia-architect/aia-indiana-announces-2015-design-award-winners_o,AIA Architect,AWARDS,AIA Indiana Announces 2015 Design Award Winners,"The state chapter honored 14 projects throughout the Hoosier state, in addition to Colorado and Haiti. ",Angie Cook,2015-10-30 10:16:42,"[u'Awards', u'Award Winners']",[u'Indiana'],[],[],[],[]
37,http://www.architectmagazine.com/Design/one-expensive-terrifying-night-in-the-worlds-largest-grave_o,Design,Hauntings,"One Expensive, Terrifying Night in the 'World’s Largest Grave'","Airbnb paid the Paris government a shocking amount to rent its catacombs on Halloween night, outraging the city's residents who believe it is accepting the money in exchange for disgracing the heritage site.",Caroline Massie,2015-10-30 09:38:31,"[u'History', u'Historic Preservation']",[],[],[],[],"[u'Paris, France']"
38,http://www.architectmagazine.com/aia-architect/aiavoices/a-rolling-stone_o,AIA Architect,AIA Voices,A Rolling Stone,Photographing buildings on an endless trip.,William Richards for AIA Architect,2015-10-30 08:15:00,"[u'Photographers', u'Architecture']",[],[],[],[],[]
39,http://www.architectmagazine.com/Design/softlabs-human-scale-kaleidoscope-opens-next-month-in-new-york_o,Design,Installation,"Softlab's ""Human Scale Kaleidoscope"" Opens Next Month in New York","The New York studio's ""Nova"" won this year's Flatiron Public Plaza Holiday Design Competition.",Sara Johnson,2015-10-29 15:47:01,[u'Installation'],[],[],[],[],[]
40,http://www.architectmagazine.com/awards/p-a-awards/63rd-annual-p-a-awards-call-for-entries_o,P/A Awards,Awards,63rd Annual P/A Awards: Call for Entries,Last day to Submit! Enter your unbuilt and ongoing projects in the Progressive Architecture Awards. ,Deane Madsen,2015-11-11 11:29:00,"[u'Awards', u'Competitions']",[],[],[],[],[]
41,http://www.architectmagazine.com/design/culture/the-acsa-and-naab-merger_o,Culture,Beyond Buildings,The ACSA and NAAB Merger,Columnist Aaron Betsky weighs the pros and cons of a long-discussed merger between the Association of Collegiate Schools of Architecture and the National Architectural Accrediting Board.,Aaron Betsky,2015-10-29 11:47:17,[u'Education'],[],"[u'ACSA', u'NAAB']",[],[],[]
42,http://www.architectmagazine.com/technology/the-architect-as-the-orchestrator-of-information_o,Technology,Mind & Matter,The Architect as the Orchestrator of Information,"The digital and analog worlds are merging in the built environment, welcoming a new class of materials and an unprecedented scale of innovation that together are changing the role of the designer.",Blaine Brownell,2015-10-29 10:53:01,"[u'Technology', u'Building Technology', u'Green Technology', u'Construction Technology', u'Alternative Materials', u'Research']",[],[],[],[],[]
43,http://www.architectmagazine.com/design/exhibits-books-etc/library-of-congress-acquires-681-photographs-depicting-public-libraries_o,Exhibits Books Etc.,Culture,Library of Congress Acquires 681 Photographs Depicting Public Libraries,The visual survey by San Francisco–based photographer Robert Dawson is the largest collection of library photography the national institution has gained since the early 1900s. ,Chelsea Blahut,2015-10-29 10:06:10,"[u'Cultural Projects', u'Education Projects', u'Community Projects']",[],[u'Library of Congress'],[u'Robert Dawson'],[],"[u'Washington-Arlington-Alexandria, DC-VA-MD-WV']"
44,http://www.architectmagazine.com/technology/meet-the-future-of-3d-printed-buildings_o,Technology,Products,Meet the Future of 3D-Printed Buildings,"These prototype parts and systems are made of metal, concrete, and plastic and use computational design to push the limits of form while leaving room to scale.",Hallie Busta,2015-10-29 08:31:00,"[u'Technology', u'3D Technology', u'Building Materials', u'Alternative Materials']",[],"[u'Arup', u'Rael San Fratello', u'Emerging Objects', u'Branch Technology']",[],[],[]
45,http://www.architectmagazine.com/technology/five-digital-tools-for-architects-to-test-building-performance_o,Technology,Software,Five Digital Tools for Architects to Test Building Performance,"Energy modeling, once in the strict purview of engineers, can now be undertaken by designers with these apps and plug-ins.",Michael Kilkelly,2015-10-28 22:10:00,"[u'BIM', u'Energy Efficiency', u'Software', u'Green Design', u'Green Building', u'Mobile Technology']",[],"[u'Autodesk', u'Sefaira', u'Vabi Software', u'National Renewable Energy Laboratory (NREL)', u'Trimble SketchUp', u'Vectorworks', u'Integrated Environmental Solutions', u'Oldcastle']",[],[],[]
46,http://www.architectmagazine.com/technology/detail/onagawa-stations-lattice-roof_o,Innovative Detail,Innovative Detail,Onagawa Station's Lattice Roof,A train terminal by Shigeru Ban Architects symbolizes the recovery of a Japanese town leveled by a tsunami four years earlier.,Timothy A. Schuler,2015-10-28 22:07:00,"[u'Detail', u'Transportation Projects', u'Technology', u'Wood', u'Fabrication']",[],[u'Shigeru Ban Architects'],"[u'Shigeru Ban', u'Yasunori Harano']",[],[]
47,http://www.architectmagazine.com/technology/five-projects-that-clean-the-environment_o,Technology,Sustainability,Five Projects that Clean the Environment,These buildings and installations go beyond conventional sustainable design to actively clean their surroundings.,Alice Liao,2015-10-28 22:04:00,"[u'Green Technology', u'Technology', u'Exhibitions', u'Sustainable Materials', u'Arts and Culture', u'Green Design', u'Green Building']",[],"[u'Studio Roosegaarde', u'Delft University of Technology', u'ENS Europe', u'Arup', u'Sino Group', u'Chetwoods Architects', u'M:OFA Studios', u'The Living']","[u'Daan Roosegaarde', u'Jimmy Tong', u'Laurie Chetwoods', u'Manish Gulati', u'David Benjamin', u'Natalie Jeremijenko']",[],[]
48,http://www.architectmagazine.com/technology/how-to-heat-and-cool-a-supertall_o,Technology,Technology,How to Heat and Cool a Supertall,"Rising thousands of feet into the sky, these towers may look invincible, but architects must also make them livable.",Clay Risen,2015-10-28 21:50:00,"[u'HVAC', u'Technology', u'Architecture', u'Building Technology', u'Construction Technology', u'Curtain Walls']",[],"[u'Gensler', u'Adrian Smith + Gordon Gill Architecture', u'Environmental Systems Design', u'Cosentini Associates']","[u'Ben Tranel', u'Mehdi Jalayerian']",[],"[u'Jeddah, Saudi Arabia']"
49,http://www.architectmagazine.com/Design/coming-summer-2016-james-corner-field-operations-installation-at-the-national-building-museum_o,Design,Installations,Coming Summer 2016: James Corner Field Operations Installation at the National Building Museum,"The New York firm will follow previous installations by Snarkitecture and Bjarke Ingels Group (BIG) for the Washington, D.C., museum.",Sara Johnson,2015-10-28 13:58:47,[u'Installation'],[u'District Of Columbia'],"[u'James Corner Field Operations', u'National Building Museum']",[u'James Corner'],[],"[u'Washington-Arlington-Alexandria, DC-VA-MD-WV']"
50,http://www.architectmagazine.com/practice/california-selects-seven-architects-for-its-7x7x7-initiative-to-green-existing-schools_o,Practice,Green Initiatives,California Selects Seven Architects for Its 7x7x7 Initiative to Green Existing Schools,The firms will develop seven conceptual case studies to reduce energy and water usage in seven representative campus types.,Wanda Lau ,2015-10-28 09:37:06,"[u'Education', u'Green Building', u'Green Policy', u'Green Standards', u'Green Design', u'Government Entities', u'Government Projects']",[u'California'],"[u'Ehrlich Architects', u'HGA', u'WRNS Studio', u'Aedas', u'DLR Group', u'Lionakis', u'Hamilton + Aitken Architects']",[u'Chester A. Widom'],[],[]
51,http://www.architectmagazine.com/practice/how-to-network-at-a-professional-event_o,Practice,Professional Development,How to Network at a Professional Event,You have one hour to work the room and everyone seems to know somebody else. What do you do next?,Wanda Lau ,2015-10-28 08:53:00,"[u'Business', u'Events', u'Architects', u'Workshops']",[],[],"[u'Jing Liu', u'Bob Borson', u'Nader Tehrani', u'Hadley Arnold', u'Richard Pollack', u'Oscia Wilson', u'Eric Corey Freed']",[],[]
52,http://www.architectmagazine.com/Awards/aia-housing-awards-entries-due-nov-20_o,Awards,Awards,AIA Housing Awards Entries Due Nov. 20,"The institute is seeking submissions in four categories: one- and two-family custom residences, one- and two-family production homes, multifamily housing, and specialized housing.",Sara Johnson,2015-10-27 18:04:23,[u'Awards'],[],[u'American Institute Of Architects'],[],[],[]
53,http://www.architectmagazine.com/technology/products/thyssenkrupp-and-microsoft-are-making-the-elevator-smart_o,Products ,Products,ThyssenKrupp and Microsoft are Making the Elevator Smart,Machine-learning meets vertical transportation.,Hallie Busta,2015-10-27 16:05:48,"[u'Technology', u'Products']",[],[],[],[],[]
54,http://www.architectmagazine.com/practice/52-firms-sign-agreement-to-tackle-climate-change-in-china_o,Practice,Climate Change,52 Firms Sign Agreement to Tackle Climate Change in China,"The practices, based in that country as well as worldwide, pledge to design buildings and communities that will reduce greenhouse gases.",Caroline Massie,2015-10-27 14:02:26,"[u'Sustainability', u'Sustainable Materials', u'Green Building', u'Green Standards', u'Climate Change', u'Energy Efficiency']",[],[u'Architecture 2030'],[],[],[]
55,http://www.architectmagazine.com/design/culture/the-world-monuments-fund-announces-its-2016-endangered-sites_o,Culture,PRESERVATION,The World Monuments Fund Announces Its 2016 Endangered Sites,"The New York–based organization released its biennial list of 50 places that are at risk due to war, inadequate funding, natural disasters, tourism, or intentional destruction.",Chelsea Blahut,2015-10-27 10:30:23,"[u'Preservation', u'Historic Preservation', u'Historical Restoration']",[],[u'World Monuments Fund'],[],[],[]
56,http://www.architectmagazine.com/technology/products/quartz-database-shares-ingredients-of-key-product-categories_o,Products ,Product,Quartz Database Shares Ingredients of Key Product Categories,Google is among the leaders of the latest push for transparency in building-material content.,Hallie Busta,2015-10-27 10:12:02,"[u'Products', u'Green Products', u'Environmental Product Declarations', u'Renewable Materials', u'Sustainable Materials', u'Green Materials', u'Building Materials']",[],[],[],[],[]
57,http://www.architectmagazine.com/technology/detail/kaeng-krachan-elephant-park-shell_o,Innovative Detail,Innovative Detail,Kaeng Krachan Elephant Park Shell,"Zurich design firm Markus Schietsch Architekten crafts a complex, freeform roof for several unusual occupants.",Emily Hooper,2015-10-27 08:49:00,"[u'Detail', u'Technology', u'Wood', u'Fabrication', u'3D Technology', u'Cultural Projects']",[],"[u'Markus Schietsch Architekten', u'Mets\xe4 Wood', u'Z\xfcblin']",[u'Philipp Heidemann'],[],[]
58,http://www.architectmagazine.com/Design/data-driven-chandelier-translates-pnc-towers-real-time-building-performance-into-audiovisual-displays_o,Design,Design,Data-Driven Chandelier Translates PNC Tower's Real-Time Building Performance Into Audiovisual Displays,"The installation conveys information about the skyscraper's energy and water use, recycling, composting, natural ventilation, and daylighting levels.",Caroline Massie,2015-10-27 08:44:51,"[u'Design', u'Designers', u'Lighting Design', u'Lighting', u'Energy Efficiency', u'Installation']",[],"[u'Gensler', u'ESI Design']",[],[],[]
59,http://www.architectmagazine.com/Design/cooper-hewitt-launches-crowdfunding-campaign-to-bring-design-to-classrooms_o,Design,EDUCATION,Cooper Hewitt Launches Crowdfunding Campaign to Bring Design to Classrooms,"The New York museum hopes to raise $500,000 to share the power of design with schoolchildren. ",Angie Cook,2015-10-26 13:07:41,"[u'Education Projects', u'Education', u'Design']",[],"[u'Cooper Hewitt, Smithsonian Design Museum']",[],[],[]
60,http://www.architectmagazine.com/Design/news-roundup-october-19-to-october-23-2015_o,Design,Architecture,"News Roundup, October 19 to October 23, 2015","Archive of news from the week of October 19 to October 23, 2015.",ARCHITECT Staff,2015-10-23 18:00:00,"[u'Architecture', u'Architects']",[],[],[],[],[]
61,http://www.architectmagazine.com/technology/an-open-source-project-to-rebuild-palmyra_o,Technology,Preservation,An Open-Source Project to Rebuild Palmyra,"The historical archaeological site in Syria, a recent target of ISIS, is coming back to life in the virtual world, drawing awareness to the detention of a free-access-Internet activist who has helped to digitally preserve the ancient city.",Hallie Busta,2015-10-23 10:42:53,"[u'Technology', u'3D Technology', u'Building Technology', u'Construction Technology', u'Preservation', u'Historic Preservation', u'Surveying', u'Research']",[],[],[],[],[]
62,http://www.architectmagazine.com/technology/this-week-in-tech-mit-researchers-use-legos-to-teach-people-about-cities_o,Technology,Technology,This Week in Tech: MIT Researchers Use Legos to Teach People About Cities,"Plus, Stormtroopers gather on the Great Wall, LED streetlights are too bright for Brooklyn, your McMaster-Carr catalog as object fetish, and more tech news from around the Internet.",ARCHITECT Staff,2015-10-23 10:15:19,"[u'Technology', u'Mobile Technology', u'Jobsite Technology', u'3D Technology', u'Construction Technology', u'Building Technology', u'Research']",[],[],[],[],[]
63,http://www.architectmagazine.com/Design/aia-dallas-announces-built-design-awards_o,Design,AWARDS,AIA Dallas Announces Built Design Awards,"The Dallas Chapter of the AIA selected seven designs out of a pool of more than 60 submissions, based on their cultural, social, environmental, and contextual aspects.",Chelsea Blahut,2015-10-23 10:05:52,"[u'Awards', u'Award Winners', u'Competitions']",[u'Texas'],[u'AIA Dallas'],[],[],"[u'Dallas-Fort Worth-Arlington, TX']"
64,http://www.architectmagazine.com/aia-architect/aiafeature/besting-venice_o,AIAFeature,AIA Feature,Besting Venice,The Chicago Architecture Biennial draws on architecture’s art to chart a course for the Windy City's future.,"Zach Mortice, for AIA Architect",2015-10-23 08:09:00,"[u'Architecture', u'Architects', u'Events', u'Arts and Culture']",[],[],[],[u'Chicago Architecture Biennial'],[]
